HM	CM	ENET_B	SPCN_B	STATE	ENET_RSQ_HM	ENET_RSQ_CM	ENET_RSQ_PROD
NIPBL	SETDB1	1	1	7	0.195226992167984	0.187426392955745	0.0365906909496447
NIPBL	SMC1	1	1	7	0.195226992167984	0.165952538438269	0.0323984149219451
NIPBL	SMC3	1	1	7	0.195226992167984	0.155170935413416	0.0302935549926538
N_MYC	STAT3	1	1	7	0.370070988550629	0.267712263240486	0.0990725419045328
OCT4	SOX2	1	1	7	0.400916354703617	0.381898426711993	0.153109325104419
POLII	RNAPII_S5P	1	1	7	0.416441607146971	0.595470519972499	0.24797870034599
POLII	RNAPII_S7P	1	1	7	0.416441607146971	0.552119344478557	0.229925467151582
RNAPII_S5P	RNAPII_S7P	1	1	7	0.595470519972499	0.552119344478557	0.328770793143522
SETDB1	SMC1	1	1	7	0.187426392955745	0.165952538438269	0.0311038856813344
SETDB1	SMC3	1	1	7	0.187426392955745	0.155170935413416	0.0290831287161054
SIN3A	TET1	1	1	7	0.365748315140342	0.36769460060099	0.134483680656013
SMC1	SMC3	1	1	7	0.165952538438269	0.155170935413416	0.0257510106236972
SUZ12	TCF3	1	1	7	0.375849164887246	0.320243355263953	0.120363197636646
ZC3H11A	ZNF384	1	1	7	0.430448164551769	0.480024131201479	0.206625506216234
CBX7	RYBP	1	1	8	0.131014239160909	0.242527756093799	0.0317745894400315
C_MYC	E2F1	1	1	8	0.296499068413364	0.380268572420024	0.112749277469417
C_MYC	KLF4	1	1	8	0.296499068413364	0.42499367923549	0.126010229974891
C_MYC	N_MYC	1	1	8	0.296499068413364	0.375268709597863	0.111266822800452
C_MYC	STAT3	1	1	8	0.296499068413364	0.33894987556429	0.100498322343637
CoREST	MBD2T	0	0	8	0.303868484248271	0.248572891545716	0.0755334677792065
CoREST	MI2B	1	1	8	0.303868484248271	0.295058259378671	0.0896589060423298
E2F1	KLF4	1	1	8	0.380268572420024	0.42499367923549	0.161611739690413
E2F1	N_MYC	1	1	8	0.380268572420024	0.375268709597863	0.142702896472684
E2F1	STAT3	1	1	8	0.380268572420024	0.33894987556429	0.128891985302777
E2F1	TCFCP2I1	1	1	8	0.380268572420024	0.307590556693334	0.116967021883654
EZH2	G9A	1	1	8	0.114007535557104	0.116802265708299	0.0133163384608892
HCFC1	MAFK	1	1	8	0.41666964947943	0.48548365171119	0.202286302986495
HCFC1	ZC3H11A	1	1	8	0.41666964947943	0.445825856719065	0.185762103447999
HCFC1	ZNF384	1	1	8	0.41666964947943	0.543273927343644	0.226365756877589
HDAC1	HDAC2	1	1	8	0.543174680030031	0.507137684642584	0.275464349586906
HDAC1	NANOG	1	1	8	0.543174680030031	0.485798531875666	0.263873462110624
HDAC1	OCT4	1	1	8	0.543174680030031	0.524920060320253	0.285123285805798
HDAC1	SOX2	1	1	8	0.543174680030031	0.526828626328467	0.286159970536626
HDAC1	SUZ12	1	1	8	0.543174680030031	0.543671965974861	0.295308846159693
HDAC1	TCF3	1	1	8	0.543174680030031	0.471166682982842	0.255925812270016
HDAC2	NANOG	1	1	8	0.507137684642584	0.485798531875666	0.246366742658192
HDAC2	OCT4	1	1	8	0.507137684642584	0.524920060320253	0.266206744013259
HDAC2	SOX2	1	1	8	0.507137684642584	0.526828626328467	0.267174649759652
HDAC2	SUZ12	1	1	8	0.507137684642584	0.543671965974861	0.275716542029573
HDAC2	TCF3	1	1	8	0.507137684642584	0.471166682982842	0.238946380688645
KDM2A	KDM2B	1	1	8	0.301247143021145	0.274444285713625	0.0826755569897085
KLF4	N_MYC	1	1	8	0.42499367923549	0.375268709597863	0.159486829593951
KLF4	STAT3	1	1	8	0.42499367923549	0.33894987556429	0.144051554692479
KLF4	TCFCP2I1	1	1	8	0.42499367923549	0.307590556693334	0.130724042387193
MAFK	ZC3H11A	1	1	8	0.48548365171119	0.445825856719065	0.216441164947242
MAFK	ZNF384	1	1	8	0.48548365171119	0.543273927343644	0.263750610126272
MBD2T	TAF1	0	0	8	0.248572891545716	0.103351873287208	0.0256904739896677
MED12	MED1	1	1	8	0.19558991022849	0.194797702655833	0.0381004651751705
MED12	NIPBL	1	1	8	0.19558991022849	0.200300115378834	0.0391766815857023
MED12	SETDB1	1	1	8	0.19558991022849	0.21233959344718	0.041531482020288
MED12	SMC1	1	1	8	0.19558991022849	0.186635634573969	0.0365040470117599
MED12	SMC3	1	1	8	0.19558991022849	0.16596613425265	0.0324613012994454
MED1	NIPBL	1	1	8	0.194797702655833	0.200300115378834	0.039018002317495
MED1	SETDB1	1	1	8	0.194797702655833	0.21233959344718	0.0413632649863841
MED1	SMC1	1	1	8	0.194797702655833	0.186635634573969	0.0363561928487227
MED1	SMC3	1	1	8	0.194797702655833	0.16596613425265	0.0323298216710858
NANOG	OCT4	1	1	8	0.485798531875666	0.524920060320253	0.255005394655665
NANOG	SOX2	1	1	8	0.485798531875666	0.526828626328467	0.255932573220443
NANOG	SUZ12	1	1	8	0.485798531875666	0.543671965974861	0.264115042892545
NANOG	TCF3	1	1	8	0.485798531875666	0.471166682982842	0.228892082861792
NIPBL	SMC1	1	1	8	0.200300115378834	0.186635634573969	0.0373831391389678
NIPBL	SMC3	1	1	8	0.200300115378834	0.16596613425265	0.0332430358397848
N_MYC	STAT3	1	1	8	0.375268709597863	0.33894987556429	0.127197282421367
OCT4	SOX2	1	1	8	0.524920060320253	0.526828626328467	0.276542914310775
OCT4	SUZ12	1	1	8	0.524920060320253	0.543671965974861	0.285384321173955
OCT4	TCF3	1	1	8	0.524920060320253	0.471166682982842	0.247324843652247
POLII	RNAPII_S2P	1	1	8	0.336643785559274	0.343548361805154	0.115653421040774
POLII	RNAPII_S5P	1	1	8	0.336643785559274	0.464836536090846	0.156484331175883
POLII	RNAPII_S7P	1	1	8	0.336643785559274	0.441667192041103	0.148684515486052
RING1B	RNAPII_S5P	1	1	8	0.188320153419983	0.464836536090846	0.0875380877918416
RNAPII_S2P	RNAPII_S5P	1	1	8	0.343548361805154	0.464836536090846	0.159693830481192
RNAPII_S2P	RNAPII_S7P	1	1	8	0.343548361805154	0.441667192041103	0.151734040288803
RNAPII_S5P	RNAPII_S7P	1	1	8	0.464836536090846	0.441667192041103	0.205303047653356
SETDB1	SMC1	1	1	8	0.21233959344718	0.186635634573969	0.0396301347681929
SETDB1	SMC3	1	1	8	0.21233959344718	0.16596613425265	0.0352411814732077
SIN3A	TET1	1	1	8	0.269067861914545	0.283473937441626	0.0762737262559158
SMC1	SMC3	1	1	8	0.186635634573969	0.16596613425265	0.0309751947840318
SOX2	SUZ12	1	1	8	0.526828626328467	0.543671965974861	0.286421955007833
SOX2	TCF3	1	1	8	0.526828626328467	0.471166682982842	0.248224096367591
SUZ12	TCF3	1	1	8	0.543671965974861	0.471166682982842	0.256160116839136
ZC3H11A	ZNF384	1	1	8	0.445825856719065	0.543273927343644	0.242205564091111
CBX7	RYBP	1	1	9	0.19084336436052	0.221057332094915	0.0421873249735544
C_MYC	E2F1	1	1	9	0.283195541619182	0.329211381551759	0.0932311955057496
C_MYC	KLF4	1	1	9	0.283195541619182	0.402402359990145	0.113958554286246
C_MYC	N_MYC	1	1	9	0.283195541619182	0.358713664187017	0.101586110415644
C_MYC	STAT3	1	1	9	0.283195541619182	0.333511025488769	0.0944488354992608
CoREST	MI2B	1	1	9	0.237968040438247	0.252524306010742	0.0600927142644043
E2F1	KLF4	1	1	9	0.329211381551759	0.402402359990145	0.132475436872044
E2F1	N_MYC	1	1	9	0.329211381551759	0.358713664187017	0.118092620968501
E2F1	STAT3	1	1	9	0.329211381551759	0.333511025488769	0.109795625463902
EZH2	G9A	1	1	9	0.0770296234805975	0.127976856894777	0.00985800910083494
HCFC1	MAFK	1	1	9	0.384451470097435	0.354734783529259	0.136378309022519
HCFC1	ZC3H11A	1	1	9	0.384451470097435	0.412811794611947	0.158706101312124
HCFC1	ZNF384	1	1	9	0.384451470097435	0.342192083178075	0.131556249433515
HDAC1	HDAC2	1	1	9	0.391426828621755	0.397017533273035	0.155403313956296
HDAC1	SUZ12	1	1	9	0.391426828621755	0.395764833126941	0.154912973510897
HDAC1	TCF3	1	1	9	0.391426828621755	0.42986593834171	0.168261060977611
HDAC2	SUZ12	1	1	9	0.397017533273035	0.395764833126941	0.157125577804272
HDAC2	TCF3	1	1	9	0.397017533273035	0.42986593834171	0.170664314478524
KDM2A	KDM2B	1	1	9	0.244743313307673	0.2473675987985	0.060541565734908
KLF4	N_MYC	1	1	9	0.402402359990145	0.358713664187017	0.144347225029568
KLF4	STAT3	1	1	9	0.402402359990145	0.333511025488769	0.134205623739414
LSD1	REST	1	1	9	0.24535103596467	0.0972752350042236	0.023866579681993
MAFK	ZC3H11A	1	1	9	0.354734783529259	0.412811794611947	0.146438702599994
MAFK	ZNF384	1	1	9	0.354734783529259	0.342192083178075	0.121387434551601
MBD2T	TAF1	0	0	9	0.109807749139165	0.0452763301688982	0.00497169190512836
MED12	MED1	1	1	9	0.20457612385414	0.187772060652095	0.0384136803363101
MED12	NIPBL	1	1	9	0.20457612385414	0.193421479084282	0.0395694164611971
MED12	SETDB1	1	1	9	0.20457612385414	0.197980927199669	0.0405021706835569
MED12	SMC1	1	1	9	0.20457612385414	0.178927737753152	0.0366043430395298
MED1	NIPBL	1	1	9	0.187772060652095	0.193421479084282	0.0363191497020318
MED1	SETDB1	1	1	9	0.187772060652095	0.197980927199669	0.0371752866700943
MED1	SMC1	1	1	9	0.187772060652095	0.178927737753152	0.033597630025727
MED1	SMC3	1	1	9	0.187772060652095	0.154669668041319	0.029042642288494
NANOG	OCT4	1	1	9	0.455033481996983	0.504228900274425	0.229441032215381
NANOG	SOX2	1	1	9	0.455033481996983	0.508662744680372	0.231458579874052
NANOG	TCF3	1	1	9	0.455033481996983	0.42986593834171	0.195603394715529
NIPBL	SETDB1	1	1	9	0.193421479084282	0.197980927199669	0.0382937637694376
NIPBL	SMC1	1	1	9	0.193421479084282	0.178927737753152	0.0346084676854192
NIPBL	SMC3	1	1	9	0.193421479084282	0.154669668041319	0.0299164359620268
N_MYC	STAT3	1	1	9	0.358713664187017	0.333511025488769	0.119634961999846
OCT4	SOX2	1	1	9	0.504228900274425	0.508662744680372	0.256482456360755
OCT4	TCF3	1	1	9	0.504228900274425	0.42986593834171	0.216750829355474
POLII	RNAPII_S2P	1	1	9	0.383431893837333	0.266306869553355	0.102110547334734
POLII	RNAPII_S5P	1	1	9	0.383431893837333	0.527022832615004	0.202077362805086
POLII	RNAPII_S7P	1	1	9	0.383431893837333	0.480901293798454	0.184392893829965
RING1B	RNAPII_S5P	1	1	9	0.249640400750941	0.527022832615004	0.131566191138905
RNAPII_S2P	RNAPII_S5P	1	1	9	0.266306869553355	0.527022832615004	0.140349800736843
RNAPII_S2P	RNAPII_S7P	1	1	9	0.266306869553355	0.480901293798454	0.128067318115625
RNAPII_S5P	RNAPII_S7P	1	1	9	0.527022832615004	0.480901293798454	0.253445962065881
SETDB1	SMC1	1	1	9	0.197980927199669	0.178927737753152	0.0354242794221082
SETDB1	SMC3	1	1	9	0.197980927199669	0.154669668041319	0.0306216442884853
SIN3A	TET1	1	1	9	0.278763213273096	0.277975485982379	0.0774893396835985
SMC1	SMC3	1	1	9	0.178927737753152	0.154669668041319	0.0276746938016641
SOX2	TCF3	1	1	9	0.508662744680372	0.42986593834171	0.218656788041498
SUZ12	TCF3	1	1	9	0.395764833126941	0.42986593834171	0.170125821354763
ZC3H11A	ZNF384	1	1	9	0.412811794611947	0.342192083178075	0.141260927958742
CBX3	MBD2T	1	1	10	0.319930815633138	0.368721289790626	0.117965302984018
CBX7	RYBP	1	1	10	0.186774795260848	0.327104514204385	0.0610948786694233
C_MYC	KLF4	1	1	10	0.268179604381337	0.356349186441414	0.0955655838414699
C_MYC	N_MYC	1	1	10	0.268179604381337	0.295409772395698	0.0792228758914591
C_MYC	STAT3	1	1	10	0.268179604381337	0.271697200482671	0.0728636477369597
CoREST	MI2B	1	1	10	0.283559833096002	0.29385291172416	0.0833248826032769
EZH2	G9A	1	1	10	0.0987788944282002	0.410464511402841	0.040545230638384
G9A	MBD2T	0	0	10	0.410464511402841	0.368721289790626	0.151347004057735
G9A	REST	1	1	10	0.410464511402841	0.18678257892136	0.0766676199955183
HCFC1	MAFK	1	1	10	0.443742381315203	0.507581806080049	0.225235559342233
HCFC1	ZC3H11A	1	1	10	0.443742381315203	0.421210368187742	0.186908891814282
HCFC1	ZNF384	1	1	10	0.443742381315203	0.352071602400131	0.156229091242493
HDAC1	HDAC2	1	1	10	0.352535892200299	0.311218220668968	0.109715593092524
HDAC1	SUZ12	1	1	10	0.352535892200299	0.352084025480347	0.124122256052187
HDAC1	TCF3	1	1	10	0.352535892200299	0.39740474396918	0.140099435979806
HDAC2	SUZ12	1	1	10	0.311218220668968	0.352084025480347	0.109574963935961
HDAC2	TCF3	1	1	10	0.311218220668968	0.39740474396918	0.123679597303495
KDM2A	KDM2B	1	1	10	0.257940791758562	0.160128621723012	0.041303703470441
KLF4	N_MYC	1	1	10	0.356349186441414	0.295409772395698	0.10526903206005
KLF4	STAT3	1	1	10	0.356349186441414	0.271697200482671	0.0968190763504098
LSD1	NIPBL	1	1	10	0.444376149279925	0.47453771218931	0.210873241230791
LSD1	REST	1	1	10	0.444376149279925	0.18678257892136	0.0830017231736474
MAFK	ZC3H11A	1	1	10	0.507581806080049	0.421210368187742	0.213798719424377
MAFK	ZNF384	1	1	10	0.507581806080049	0.352071602400131	0.178705139815755
MBD2T	TAF1	0	0	10	0.368721289790626	0.250818002249673	0.0924819372922074
MED12	MED1	1	1	10	0.378594431878872	0.358905692692004	0.135879696822822
MED12	NIPBL	1	1	10	0.378594431878872	0.47453771218931	0.179657335551411
MED12	SETDB1	1	1	10	0.378594431878872	0.158807894615804	0.06012378463995
MED12	SMC1	1	1	10	0.378594431878872	0.381330710373594	0.144369683651857
MED1	NIPBL	1	1	10	0.358905692692004	0.47453771218931	0.170314286301783
MED1	SETDB1	1	1	10	0.358905692692004	0.158807894615804	0.0569970574220438
MED1	SMC1	1	1	10	0.358905692692004	0.381330710373594	0.136861762751369
MED1	SMC3	1	1	10	0.358905692692004	0.351698126966094	0.126226459877246
NANOG	OCT4	1	1	10	0.358305849243873	0.390823895797659	0.140034487888579
NANOG	SOX2	1	1	10	0.358305849243873	0.409242851926479	0.146634107606502
NANOG	SUZ12	1	1	10	0.358305849243873	0.352084025480347	0.126153765754937
NANOG	TCF3	1	1	10	0.358305849243873	0.39740474396918	0.142392444281421
NIPBL	SMC1	1	1	10	0.47453771218931	0.381330710373594	0.180955802888209
NIPBL	SMC3	1	1	10	0.47453771218931	0.351698126966094	0.166894024551755
N_MYC	STAT3	1	1	10	0.295409772395698	0.271697200482671	0.0802620081551342
OCT4	SOX2	1	1	10	0.390823895797659	0.409242851926479	0.159941885717251
OCT4	TCF3	1	1	10	0.390823895797659	0.39740474396918	0.155315270246506
POLII	RING1B	1	1	10	0.392040991758874	0.338318410670838	0.132634685249682
POLII	RNAPII_S2P	1	1	10	0.392040991758874	0.304662668260543	0.119440254616768
POLII	RNAPII_S5P	1	1	10	0.392040991758874	0.542793003731559	0.212797107502699
POLII	RNAPII_S7P	1	1	10	0.392040991758874	0.522560298692919	0.204865057753386
RING1B	RNAPII_S2P	1	1	10	0.338318410670838	0.304662668260543	0.103072989716644
RNAPII_S2P	RNAPII_S5P	1	1	10	0.304662668260543	0.542793003731559	0.165368764830012
RNAPII_S2P	RNAPII_S7P	1	1	10	0.304662668260543	0.522560298692919	0.159204614926811
RNAPII_S5P	RNAPII_S7P	1	1	10	0.542793003731559	0.522560298692919	0.283642074158391
SIN3A	TET1	1	1	10	0.278262037825013	0.314640236718358	0.0875524334509947
SMC1	SMC3	1	1	10	0.381330710373594	0.351698126966094	0.134113296593043
SOX2	SUZ12	1	1	10	0.409242851926479	0.352084025480347	0.144087870705332
SOX2	TCF3	1	1	10	0.409242851926479	0.39740474396918	0.162635050791059
SUZ12	TCF3	1	1	10	0.352084025480347	0.39740474396918	0.139919862001655
ZC3H11A	ZNF384	1	1	10	0.421210368187742	0.352071602400131	0.148296209275407
CBX7	RYBP	1	1	11	0.170622725660897	0.235836585546661	0.0402390810365306
C_MYC	KLF4	1	1	11	0.250868985351531	0.282746331592766	0.0709322853185448
C_MYC	N_MYC	1	1	11	0.250868985351531	0.304108923750661	0.0762914971376746
C_MYC	STAT3	1	1	11	0.250868985351531	0.274526282996133	0.068870130067567
CoREST	MI2B	1	1	11	0.2861092307214	0.305776009064685	0.0874853387265569
EZH2	G9A	1	1	11	0.0673643994186249	0.12958749135796	0.00872958352749524
G9A	MBD2T	0	0	11	0.12958749135796	0.125122930765938	0.0162143667093136
HCFC1	ZC3H11A	1	1	11	0.357281156376698	0.375141630629	0.134031035596169
HCFC1	ZNF384	1	1	11	0.357281156376698	0.260618141620342	0.0931139510108619
HDAC1	HDAC2	1	1	11	0.420901910102069	0.393633453793537	0.165681072581774
HDAC1	SUZ12	1	1	11	0.420901910102069	0.391019238779881	0.164580744489109
HDAC1	TCF3	1	1	11	0.420901910102069	0.453243757546222	0.190771163293044
HDAC2	SUZ12	1	1	11	0.393633453793537	0.391019238779881	0.153918253460644
HDAC2	TCF3	1	1	11	0.393633453793537	0.453243757546222	0.17841190569328
KDM2A	KDM2B	1	1	11	0.199297331311212	0.168682998732553	0.0336180714849703
KLF4	N_MYC	1	1	11	0.282746331592766	0.304108923750661	0.0859856825951238
KLF4	STAT3	1	1	11	0.282746331592766	0.274526282996133	0.0776212994429541
LSD1	MED12	1	1	11	0.436176352789057	0.353635782207075	0.154247565698787
LSD1	NIPBL	1	1	11	0.436176352789057	0.33965980455736	0.148151574740873
MBD2T	TAF1	0	0	11	0.125122930765938	0.0604705466568847	0.00756625202272777
MED12	MED1	1	1	11	0.353635782207075	0.266918824933062	0.0943920474409966
MED12	NIPBL	1	1	11	0.353635782207075	0.33965980455736	0.120115860668944
MED12	SETDB1	1	1	11	0.353635782207075	0.177066132026877	0.0626169201017061
MED12	SMC1	1	1	11	0.353635782207075	0.299602046341049	0.105950004008657
MED1	NIPBL	1	1	11	0.266918824933062	0.33965980455736	0.0906615959094438
MED1	SETDB1	1	1	11	0.266918824933062	0.177066132026877	0.0472622838960565
NANOG	OCT4	1	1	11	0.406108592010881	0.432011577858733	0.175443613616609
NANOG	SOX2	1	1	11	0.406108592010881	0.483707521311342	0.196437780424822
NANOG	TCF3	1	1	11	0.406108592010881	0.453243757546222	0.184066184214817
NIPBL	SMC1	1	1	11	0.33965980455736	0.299602046341049	0.101762772505186
N_MYC	STAT3	1	1	11	0.304108923750661	0.274526282996133	0.0834858924632234
OCT4	SOX2	1	1	11	0.432011577858733	0.483707521311342	0.208967249503849
OCT4	TCF3	1	1	11	0.432011577858733	0.453243757546222	0.195806550852164
OGT	TET1	1	1	11	0.0960206381188197	0.289828323169532	0.0278295005356459
POLII	RNAPII_S2P	1	1	11	0.439561960571738	0.394198819774532	0.173274806075159
POLII	RNAPII_S5P	1	1	11	0.439561960571738	0.498887895493701	0.21929214144872
POLII	RNAPII_S7P	1	1	11	0.439561960571738	0.485872705690578	0.213571159101645
RNAPII_S2P	RNAPII_S5P	1	1	11	0.394198819774532	0.498887895493701	0.196661019603417
RNAPII_S2P	RNAPII_S7P	1	1	11	0.394198819774532	0.485872705690578	0.191530447143884
RNAPII_S5P	RNAPII_S7P	1	1	11	0.498887895493701	0.485872705690578	0.242396011619803
SETDB1	SMC3	1	1	11	0.177066132026877	0.216369533000202	0.0383117162968077
SIN3A	TET1	1	1	11	0.172898655695447	0.289828323169532	0.0501109274584777
SMC1	SMC3	1	1	11	0.299602046341049	0.216369533000202	0.0648247548527177
SOX2	TCF3	1	1	11	0.483707521311342	0.453243757546222	0.219237414512522
SUZ12	TCF3	1	1	11	0.391019238779881	0.453243757546222	0.177227029057457
ZC3H11A	ZNF384	1	1	11	0.375141630629	0.260618141620342	0.097768714618955
CBX7	RYBP	1	1	12	0.150201871131575	0.291061790602734	0.0437180255634374
C_MYC	N_MYC	1	1	12	0.284559769568038	0.329490961458593	0.0937598720674086
C_MYC	STAT3	1	1	12	0.284559769568038	0.20795492309797	0.0591756049972974
E2F1	POLII	1	1	12	0.277966673843149	0.579273220323712	0.161018650299792
ESRRB	RING1B	1	1	12	0.187829171268501	0.393700952175233	0.0739485235746938
EZH2	G9A	1	1	12	0.102382340434018	0.158854678252061	0.0162639137483389
EZH2	KDM2B	1	1	12	0.102382340434018	0.23405817589151	0.0239634238454897
HDAC1	HDAC2	1	1	12	0.421141508416696	0.387842963453711	0.163336770657697
HDAC1	SUZ12	1	1	12	0.421141508416696	0.371617712224698	0.156503643880671
HDAC1	TCF3	1	1	12	0.421141508416696	0.439888538363073	0.18525532258144
HDAC2	SUZ12	1	1	12	0.387842963453711	0.371617712224698	0.144129314781115
HDAC2	TCF3	1	1	12	0.387842963453711	0.439888538363073	0.170607674308056
KDM2A	KDM2B	1	1	12	0.24903552162597	0.23405817589151	0.058288799923965
KLF4	N_MYC	1	1	12	0.203744052588304	0.329490961458593	0.0671318237787905
KLF4	STAT3	1	1	12	0.203744052588304	0.20795492309797	0.0423695787876695
LSD1	MED12	1	1	12	0.648968733584129	0.604504783487864	0.392304703785667
LSD1	MED1	1	1	12	0.648968733584129	0.500820938439843	0.32501713017172
MAFK	ZC3H11A	1	1	12	0.1142180551383	0.464129446725097	0.0530119627373558
MAFK	ZNF384	1	1	12	0.1142180551383	0.135594325839707	0.0154873201852002
MBD2T	TAF1	0	0	12	0.176685158039859	0.0802586602603388	0.0141805140721653
MED12	MED1	1	1	12	0.604504783487864	0.500820938439843	0.302748652957766
MED12	NIPBL	1	1	12	0.604504783487864	0.515452129589991	0.311593277996156
MED1	NIPBL	1	1	12	0.500820938439843	0.515452129589991	0.258149219262075
NANOG	OCT4	1	1	12	0.431594669410244	0.456066007202823	0.196835657607952
NANOG	SOX2	1	1	12	0.431594669410244	0.519814898873746	0.224349339433934
NANOG	TCF3	1	1	12	0.431594669410244	0.439888538363073	0.189853548292166
N_MYC	STAT3	1	1	12	0.329490961458593	0.20795492309797	0.068519267551598
OCT4	SOX2	1	1	12	0.456066007202823	0.519814898873746	0.237069905413889
OGT	TET1	1	1	12	0.218957467246396	0.364721938681006	0.0798585919427883
POLII	RNAPII_S5P	1	1	12	0.579273220323712	0.527489555161566	0.305560573305563
POLII	RNAPII_S7P	1	1	12	0.579273220323712	0.561304987224383	0.325148947533229
RAD21	ZC3H11A	1	1	12	0.466789434197703	0.464129446725097	0.216650721831301
RNAPII_S2P	RNAPII_S5P	1	1	12	0.404301601846592	0.527489555161566	0.213264872109167
RNAPII_S2P	RNAPII_S7P	1	1	12	0.404301601846592	0.561304987224383	0.226936505459299
RNAPII_S5P	RNAPII_S7P	1	1	12	0.527489555161566	0.561304987224383	0.296082518020958
SIN3A	TET1	1	1	12	0.204411397492344	0.364721938681006	0.0745533211819015
SMC1	SMC3	1	1	12	0.820598011004632	0.807246071780521	0.662424520894398
SUZ12	TCF3	1	1	12	0.371617712224698	0.439888538363073	0.163470372260352
ZC3H11A	ZNF384	1	1	12	0.464129446725097	0.135594325839707	0.0629333194310456
BRG1	MLL2	1	1	13	0.161624352961876	0.156241082180668	0.0252523638135139
CBX7	RYBP	1	1	13	0.195413447856659	0.231849201463349	0.0453064518407661
C_MYC	KLF4	1	1	13	0.250457843123475	0.31520383238032	0.0789452720022282
C_MYC	N_MYC	1	1	13	0.250457843123475	0.317475539921396	0.0795142389731737
C_MYC	STAT3	1	1	13	0.250457843123475	0.29762952908939	0.0745436499055842
CoREST	SUZ12	1	1	13	0.311897238842942	0.389198696556195	0.121389998817149
E2F1	POLII	1	1	13	0.152504026673257	0.461542574906049	0.0703871011543161
ESRRB	RING1B	1	1	13	0.226872805733091	0.53106892897635	0.120485097954532
EZH2	G9A	1	1	13	0.0495586116516307	0.190093145469108	0.00942075237394046
HCFC1	MAFK	1	1	13	0.277522764285628	0.207923456721247	0.0577034924691036
HCFC1	ZC3H11A	1	1	13	0.277522764285628	0.355096071454154	0.0985472433369237
HCFC1	ZNF384	1	1	13	0.277522764285628	0.203945483889673	0.056599514452632
HDAC1	HDAC2	1	1	13	0.415915941116073	0.424888038775067	0.176717708516094
HDAC1	SUZ12	1	1	13	0.415915941116073	0.389198696556195	0.161873942159319
HDAC2	SUZ12	1	1	13	0.424888038775067	0.389198696556195	0.165365870873574
KDM2A	KDM2B	1	1	13	0.23185989765254	0.245694918206742	0.0569667985891645
KLF4	N_MYC	1	1	13	0.31520383238032	0.317475539921396	0.100069506870235
KLF4	STAT3	1	1	13	0.31520383238032	0.29762952908939	0.0938139681985255
LSD1	MED12	1	1	13	0.700465542659354	0.589909070419545	0.413210977131102
LSD1	MI2B	1	1	13	0.700465542659354	0.475082274431756	0.33277876316768
MAFK	ZC3H11A	1	1	13	0.207923456721247	0.355096071454154	0.0738328026448824
MAFK	ZNF384	1	1	13	0.207923456721247	0.203945483889673	0.042405049993028
MBD2T	TAF1	0	0	13	0.164097931386437	0.0652501289900153	0.0107074111899597
MED12	MED1	1	1	13	0.589909070419545	0.434806550396384	0.25649632795666
MED12	NIPBL	1	1	13	0.589909070419545	0.498837730483321	0.294268901879611
MED1	NIPBL	1	1	13	0.434806550396384	0.498837730483321	0.216897912799014
NANOG	SOX2	1	1	13	0.561453964068309	0.672527134136838	0.377593025404627
NANOG	TCF3	1	1	13	0.561453964068309	0.473040910764854	0.265590694515411
NIPBL	SMC1	1	1	13	0.498837730483321	0.434806840074345	0.21689805730131
N_MYC	STAT3	1	1	13	0.317475539921396	0.29762952908939	0.094490095444205
OCT4	SOX2	1	1	13	0.667963652807503	0.672527134136838	0.449223681130204
OCT4	TCF3	1	1	13	0.667963652807503	0.473040910764854	0.31597413468188
POLII	RNAPII_S2P	1	1	13	0.461542574906049	0.406273723244112	0.187512620342755
POLII	RNAPII_S5P	1	1	13	0.461542574906049	0.524470881888008	0.242065641289838
POLII	RNAPII_S7P	1	1	13	0.461542574906049	0.499611356459721	0.230591911912724
RING1B	RNAPII_S5P	1	1	13	0.53106892897635	0.524470881888008	0.278530189523546
RNAPII_S2P	RNAPII_S5P	1	1	13	0.406273723244112	0.524470881888008	0.213078737917764
RNAPII_S2P	RNAPII_S7P	1	1	13	0.406273723244112	0.499611356459721	0.202978965963932
RNAPII_S5P	RNAPII_S7P	1	1	13	0.524470881888008	0.499611356459721	0.262031608723694
SETDB1	SMC3	1	1	13	0.14139372900639	0.208980745805321	0.0295485669399508
SIN3A	TET1	1	1	13	0.194278453728889	0.278188710574869	0.0540460725353191
SMC1	SMC3	1	1	13	0.434806840074345	0.208980745805321	0.0908662577199918
SUZ12	TCF3	1	1	13	0.389198696556195	0.473040910764854	0.184106905887436
ZC3H11A	ZNF384	1	1	13	0.355096071454154	0.203945483889673	0.0724202401200391
BRG1	MLL2	1	1	14	0.286136304825622	0.364483660460937	0.104292007773609
CBX7	RYBP	1	1	14	0.19559862563169	0.337200368118496	0.0659559285664779
C_MYC	N_MYC	1	1	14	0.443461518544586	0.469530978041937	0.208218920526202
CoREST	SUZ12	1	1	14	0.346781657266107	0.3394991242565	0.117732068950061
E2F1	POLII	1	1	14	0.566019782828409	0.78976478015016	0.44702248934612
E2F1	RNAPII_S7P	1	1	14	0.566019782828409	0.824912048341065	0.466916538454548
ESRRB	MED1	1	1	14	0.38643621348333	0.741477692160298	0.286533831740784
ESRRB	RING1B	1	1	14	0.38643621348333	0.655756576220728	0.253408088281531
EZH2	G9A	1	1	14	0.035548605947058	0.206437318442278	0.00733855888607186
HCFC1	ZC3H11A	1	1	14	0.254528060604057	0.346210367230905	0.0881202533323005
HDAC1	HDAC2	1	1	14	0.384678444451475	0.428957596749717	0.165010741053324
